injustice	en	LT6626685
point of law	en	LT1010834
domestic worker	en	LT3913815
tribunal	en	LT8246868
lip service	en	LT4128591
statuory jurisdiction	en	LT4217352
pursuant	en	LT1508037
trade union	en	LT9327018
sole trader	en	LT7169297
sole shareholder	en	LT1351279
sole operator	en	LT7745543
mutual agreement	en	LT5026834
harassment policy	en	LT1591081
LT7066918	de	antidiskriminierung
LT4165053	de	diskriminieren
LT5486050	de	gesellschaftliche diskriminierung
LT4116956	de	religiöse diskriminierung
LT3435686	de	soziale diskriminierung
LT7862867	es	discriminacion
LT5967238	es	discriminacion de genero
LT5856652	es	discriminacion de género
LT7190210	es	discriminación de genero
LT8423000	es	discriminación de género
LT7531080	es	discriminacion social
LT1418186	es	discriminación social
LT9068965	es	discriminador
LT9347864	es	discriminatorio
LT3476064	nl	discrimatie
LT1068047	nl	discriminatiewetgeving
LT3873116	nl	discrimineren
LT5602543	nl	gediscrimineerd
LT2626198	de	schwangerschaftsurlaub
LT9860938	nl	bevallingsverlof
LT5846460	nl	moederschapsrust
LT7357016	nl	moederschapsverlof
LT1687774	nl	nabevallingsrust
LT4524693	nl	voorbevallingsrust
LT3497038	de	staatstätigkeit
LT4400032	en	government policy
LT2416385	en	state policy
LT6317607	en	government policy
LT9432516	en	state policy
LT7915814	es	politicas publicas
LT1475920	en	harass
LT4068313	es	acoso
LT2816033	de	allgemeines völkerrecht
LT7159988	de	internationales recht
LT2224665	en	international law, law of nations
LT4628800	en	international law, law of nations
LT2190297	es	derecho internacional publico
LT6158527	es	derecho internacional público
LT1141540	es	derecho internacional publico
LT3375911	es	derecho internacional público
LT8740988	nl	internationaal publiekrecht
LT6894081	nl	volkenrecht
LT4343365	de	mitarbeiter
LT3871909	de	beschäftigte
LT9560948	de	arbeitnehmerin
LT1938705	de	dienstnehmer
LT7641472	de	beschäftigter
LT5289086	nl	medewerker
LT8683450	en	out
LT2421831	de	einkommenssteuer
LT7381828	de	ertragssteuer
LT4835448	de	ertragsteuer
LT3530502	de	periodizitätsprinzip
LT4044602	en	income taxation
LT8662004	es	isr
LT7116103	es	impuesto a la renta
LT4881729	es	impuesto a las ganancias
LT8950658	es	impuesto de la renta
LT3211225	nl	belastbaar inkomen
LT4692719	de	offizierbrief
LT2703601	de	offiziersbrevet
LT2857422	es	conciliacion
LT9045170	de	cash drain
LT3092518	de	cash flow
LT4672891	de	cash-drain
LT6883900	de	cash-flow
LT3286090	de	free cash flow
LT2937814	de	free cash-flow
LT7846299	de	freier cash flow
LT1000949	de	freier cashflow
LT1232409	de	kapitalfluss
LT1673102	de	kassenzufluss
LT6436030	de	konzern-kapitalflussrechnung
LT4567835	de	zahlungsüberschuss
LT1189963	es	cash flow
LT5596983	es	flujo de caja
LT7484164	es	net operating cash flow
LT5514267	es	nopcaf
LT5964985	nl	cash flow
LT7646318	de	anschuldigung
LT3563206	de	accruals
LT5508826	de	aufwandsrückstellung
LT6502816	de	aufwandsrückstellungen
LT5045043	de	rückstellungen
LT7324054	de	rueckstellung
LT7413977	de	schuldrückstellung
LT4281075	de	berufungsbehörde
LT5352814	en	appellate process
LT2294959	en	appellate
LT4476985	en	court appeal
LT6994911	en	appellate process
LT2131147	en	appellate
LT6578030	en	court appeal
LT5825098	es	apelable
LT5280605	es	apelacion
LT8458474	es	apelaciones
LT6045409	es	apelado
LT3700140	es	apelante
LT6538403	es	apelar
LT5876233	es	recurso de apelacion
LT4162690	es	recurso de apelación
LT1952101	nl	appel
LT4520279	nl	appèl
LT6722743	de	dienstleistungsvertrag
LT3791918	en	employment agreement
LT4533967	es	contratacion temporal
LT2581665	es	contratación temporal
LT6280384	es	contrato de trabajo (individual)
LT2936161	es	contrato temporal
LT7700142	es	derecho individual del trabajo
LT6063031	es	derecho laboral individual
LT6849466	es	trabajador temporal
LT1205766	es	trabajadores temporales
LT4777347	nl	arbeidscontract
LT7129002	nl	werkovereenkomst
LT9364455	de	bank holiday
LT1128545	de	bankenfeiertag
LT4762040	de	spring bank holiday
LT3239789	de	summer bank holiday
LT5559413	es	bank holiday
LT5895717	nl	bank holidays
LT3232766	de	militäroperation
LT2805199	de	militärische operation
LT4850770	de	offensivoperation
LT7273964	de	operative ebene
LT7620464	de	operative führung
LT7742658	de	operative führungsebene
LT9912162	en	mission
LT6197624	es	operaciones militares
LT4088016	nl	operatie
LT8995849	nl	gevechtsoperatie
LT9504399	nl	legermissie
LT2617114	nl	legeroperatie
LT1809773	nl	militaire actie
LT5343616	nl	militaire missie
LT6229577	de	behindert
LT6008919	de	sorgenkind
LT7966750	de	behinderter
LT9006222	de	behinderte
LT2840628	de	behinderte menschen
LT5608187	de	menschen mit beeinträchtigung
LT3202481	de	menschen mit behinderung
LT3333055	de	schwerbeschädigung
LT8660937	de	behindert
LT7714585	de	sorgenkind
LT2447003	de	behinderter
LT9048202	de	behinderte
LT8489329	de	behinderte menschen
LT1788260	de	menschen mit beeinträchtigung
LT3540191	de	menschen mit behinderung
LT7261044	de	schwerbeschädigung
LT5725671	en	handicap
LT5873705	en	handicap
LT5033664	de	rahmentarifvertrag
LT2353808	de	tarifrecht
LT7162914	de	tarifvertragsrecht
LT6572477	en	collective bargaining agreement
LT4572422	en	collective contract
LT2063745	es	contrato de trabajo
LT4744499	es	convencion colectiva de trabajo
LT7259872	es	convención colectiva de trabajo
LT2357228	es	convenio colectivo
LT3658188	es	convenio colectivo de trabajo
LT3977015	es	convenio laboral
LT7820294	es	convenios colectivos
LT3818826	nl	cao
LT9055356	en	harass
LT8156482	es	acoso
LT2069155	en	counsellor at law
LT5496016	en	permission
LT6147071	en	sanction
LT9413847	en	approval
LT8434641	en	saying yes
LT6284653	en	authorization
LT2680153	en	permission
LT6370342	en	sanction
LT6828864	en	approval
LT5734982	en	saying yes
LT2187066	en	authorization
LT3560563	es	antitrust
LT8562784	es	derecho de competencia
LT7193398	es	derecho de competir
LT7205008	es	derecho para competir
LT2599381	es	regulacion antimonopolio
LT6685542	nl	antitrust
LT9290628	en	norm
LT9241662	en	custom
LT5378999	en	customs
LT7710454	en	manner
LT3009602	en	manners
LT1181366	en	norms
LT3543851	en	social norms
LT4038520	es	convencion
LT6541419	es	criterio
LT6151080	nl	sociale norm
LT8073249	nl	overeenkomst
LT2349657	nl	gebruik
LT2520380	nl	norm
LT2799458	en	gender balance
LT4802991	en	equality of the genders
LT6735987	en	gender egalitarianism
LT7404808	en	gender equity
LT5940769	en	sex equality
LT3999261	en	sexual equality
LT5883294	es	igualdad de genero
LT8345141	nl	geslachtsgelijkheid
LT1892066	en	social assistant
LT7966322	en	biological child
LT5813685	en	legitimacy in family law
LT1620587	es	jubilacion
LT4465968	es	mutatis mutandi
LT4713611	nl	mut. mut.
LT3498050	de	sanktionierung
LT5281134	de	sanktionen
LT9780260	en	penalty
LT2879888	en	penalty
LT8782044	es	sancion
LT7500639	nl	economische sancties
LT9627462	nl	economische sanctie
LT5386724	en	critique
LT1176961	en	critique
LT8672910	en	critique
LT3225040	es	critica
LT2270281	es	critica
LT3595518	de	mindesturlaub
LT7946016	de	urlaubsanspruch
LT5382965	en	holiday
LT1087298	en	leave
LT6395275	en	paid holidays
LT3092057	en	vacation
LT7093465	de	anonym
LT2434174	de	anonymat
LT1836949	de	namenlosigkeit
LT8455875	es	anónimo
LT4215205	es	anonima
LT1113728	es	anónima
LT8351279	es	anonimas
LT9411570	es	anónimas
LT1550700	es	anonimo
LT6636684	es	seudonimato y anonimato
LT5850947	es	anónimo
LT2221415	es	anonima
LT5371358	es	anónima
LT9604565	es	anonimas
LT2514444	es	anónimas
LT6791541	es	anonimo
LT2007457	es	seudonimato y anonimato
LT8024229	nl	anoniem
LT9214298	nl	anon
LT4954397	de	diplomatin
LT6353368	es	diplomática
LT8946027	es	enviado diplomático
LT9795023	es	diplomatico
LT2683784	es	diplomatica
LT2784160	es	diplomaticos
LT4538790	es	diplomáticos
LT2666983	es	enviado diplomatico
LT3961256	nl	attache
LT1107143	nl	attaché
LT3853616	nl	vredeshandhavers
LT1629729	es	testiga
LT4791208	es	testiga
LT7877646	de	gefangene
LT1956766	en	captive
LT2721466	en	detainee
LT5395928	en	inmate
LT8453491	en	refused
LT7262638	de	no contest
LT5115307	de	plea of no contest
LT2726576	en	no contest
LT8307595	en	plea of no contest
LT1668883	de	ethnische minderheiten
LT5175076	de	volksgruppenangelegenheiten
LT1874945	de	volksgruppenpolitik
LT6931130	es	minorías étnicas
LT3197228	en	state secretary
LT3056811	en	procurator
LT5989589	de	bundesbeamter
LT8549184	de	bundesbeamtin
LT5324582	de	landesbeamter
LT8243184	de	landesbeamtin
LT5918901	de	öffentlich bediensteter
LT7048372	de	staatsdiener
LT4773320	de	bundesbeamter
LT1214290	de	bundesbeamtin
LT4222090	de	landesbeamter
LT3930014	de	landesbeamtin
LT1961473	de	öffentlich bediensteter
LT1359360	de	staatsdiener
LT9009670	es	empleada publica
LT7109698	es	empleada pública
LT9780413	es	empleado publico
LT2717647	es	empleado público
LT6741136	es	funcionaria
LT4737889	es	funcionaria publica
LT7277398	es	funcionaria pública
LT7673998	es	funcionarias
LT7639209	es	funcionario publico
LT3732461	es	funcionario público
LT3448542	es	funcionarios
LT5678286	es	servidor publico
LT3414910	es	servidor público
LT8001348	nl	ambtenaren
LT9469190	nl	hoofdreferendaris
LT6751738	en	at first sight
LT6261825	en	on its face
LT8108188	en	on the face of it
LT8927446	de	menschen- und bürgerrechte
LT8932977	de	menschenrecht
LT3375668	de	menschenrechte als verfassungsrechte
LT9928817	de	menschenrechtsverletzung
LT6402105	de	menschrecht
LT3104492	en	human right
LT5123428	en	human right
LT8523399	es	ddhh
LT5094877	es	ddhh
LT5602542	nl	rechten van de mens
LT3964343	de	beweisaufnahme
LT7475768	de	aussagekraft
LT7657779	de	beweiskraft
LT9750341	de	beweislage
LT7746778	de	beweiswert
LT9775723	de	beweiswürdigung
LT6982292	de	sachverständigenbeweis
LT1439657	de	überzeugungsbildung des gerichts
LT9364509	en	rules of evidence
LT5931203	en	clue
LT9904621	es	evidencia
LT8653752	es	cuerpo del delito
LT1040725	es	prueba civiles
LT9917784	es	interes colectivo
LT7370278	es	interés colectivo
LT2685141	es	interes general
LT8412953	es	interés general
LT6756662	es	interes nacional
LT4815180	es	interés nacional
LT6251735	es	interes publico
LT2587517	en	legal settlement
LT6206623	de	unternehmerverband
LT5526638	es	organización patronal
LT2260503	es	asociacion de empleadores
LT5227778	es	asociación de empleadores
LT7336115	es	asociaciones empresariales
LT5279308	es	empresariado
LT1112436	es	organizacion de empleadores
LT3984964	es	organización de empleadores
LT4982738	es	organizacion patronal
LT3562794	es	organizaciones empresariales
LT4112630	es	organizaciones patronales
LT3181310	nl	werkgeversbond
LT5676253	nl	werkgeversvereniging
LT6915837	en	basic rights
LT6976996	en	inalienable rights
LT9655937	nl	afweerrechten
LT8861244	nl	fundamentele rechten en vrijheden
LT6880897	nl	gelijkheidsrechten
LT1118567	nl	grondrecht
LT7115246	nl	grondrechten (nederland)
LT1246656	nl	participatierechten
LT7531473	nl	sociale grondrechten
LT2604631	en	physicalism
LT1034631	en	disability discrimination
LT5905541	en	disablism
LT1064464	en	handicapism
LT8604834	en	ableism, disablism
LT4640371	en	articles of incorporation
LT1001187	nl	aantasting
LT7019141	de	delogierung
LT7516936	de	exmission
LT5409593	de	räumungsklage
LT8834889	de	gerichtshoheit
LT9936173	es	division jurisdiccional
LT1089795	es	división jurisdiccional
LT5286844	es	funcion judicial
LT3948588	es	función judicial
LT8997093	es	jurisdiccion
LT6340875	es	jurisdiccion civil
LT1769914	es	jurisdicción civil
LT3747965	es	jurisdiccion criminal
LT4476664	es	jurisdicción criminal
LT1550011	es	jurisdiccional
LT3235140	es	jurisdicciones
LT9186466	es	potestad jurisdiccional
LT3583746	nl	rechtsgebied
LT8295768	es	magistrado
LT9183472	es	magistrado del tribunal
LT7535792	de	kriminalfall
LT1574486	de	strafsache
LT9073250	de	leichte straftat
LT3141144	de	tatausführung
LT6470686	de	tathandlung
LT6368303	nl	delict
LT5385735	nl	onwettig
LT4437384	nl	strafbaar
LT6783847	nl	wetsovertreding
LT3366508	de	wirkungsintegral
LT3992097	de	physikalische wirkung
LT5441070	es	accion
LT5701322	es	acción fisica
LT6067625	en	legal document
LT3229481	es	documento legal
LT6407263	de	sozialpolitiker
LT7073366	de	wohlfahrtspolitik
LT7778357	es	politica social
LT3369548	es	agente social
LT4123496	es	agentes sociales
LT4350463	es	asunto social
LT9587650	es	asuntos sociales
LT4096914	es	necesidad social
LT2196555	es	necesidades sociales
LT3265028	es	politicas sociales
LT4279965	es	políticas sociales
LT9459933	es	problema social
LT3845440	es	proteccion social
LT4540238	es	protección social
LT7024072	en	information sensitivity
LT4593260	en	sensitive data
LT4528401	es	informacion sensible
LT3036131	de	akustische wahrnehmung
LT9543885	de	auditiv
LT4034904	de	gehörsinn
LT9282315	de	hörempfindlichkeit
LT3049580	de	hörempfindung
LT6082829	de	hören
LT3474535	de	hörschall
LT9948085	de	hörsinn
LT5905767	de	hörvermögen
LT6560574	de	hörwahrnehmung
LT9725742	de	akustische wahrnehmung
LT7772444	de	auditiv
LT8269104	de	gehörsinn
LT4988483	de	hörempfindlichkeit
LT9298225	de	hörempfindung
LT4710835	de	hören
LT2262240	de	hörschall
LT8417858	de	hörsinn
LT5041957	de	hörvermögen
LT8814996	de	hörwahrnehmung
LT8493681	en	auditory perception
LT8815050	en	auditory sense
LT1133702	en	auditory perception
LT7643502	en	auditory sense
LT4336872	es	audicion
LT4116587	es	auditiva
LT8964470	es	auditivo
LT6622820	es	oir
LT2890605	es	oír
LT8185564	nl	gehoorszintuig
LT9485234	nl	horen
LT4100373	de	entgeltfortzahlung im krankheitsfall
LT8337605	de	efzg
LT4999440	de	entgeltfortzahlung
LT3354452	de	entgeltfortzahlungsgesetz
LT5956595	de	entgfg
LT5100721	de	gehaltsfortzahlung im krankheitsfall
LT5610719	de	lohnfortzahlung
LT2851647	de	lohnfortzahlungsgesetz
LT2758490	de	accessist
LT7029015	de	akzeßist
LT6156644	de	ass. iuris
LT8785580	de	ass. jur.
LT2635146	de	ass. juris
LT1815543	de	assess. iur.
LT2647934	de	assess. jur.
LT9002817	de	assess. juris
LT3021717	de	assessor iur.
LT5707843	de	assessor iuris
LT7302006	de	assessor jur.
LT2600091	de	assessor juris
LT9370967	de	assessorin
LT3790891	de	bergassessor
LT2489142	de	lehramtsassessor
LT9369326	de	regierungsassessor
LT8558542	de	studienassessor
LT5156001	es	free attory
LT6939909	es	abogado laboralista
LT5409815	de	ratifikationsurkunde
LT3931119	de	ratifizieren
LT4633474	de	ratifiziert
LT1312971	de	ratifizierung
LT6302920	de	ratifizierungsprozess
LT6749502	de	ratifizierungsurkunde
LT7365392	de	rechtsanwaltsgehilfe
LT4346329	de	anwaltsfachangestellte
LT1563406	de	anwaltsgehilfe
LT6920912	de	paralegal
LT6382516	de	rechtsanwaltfachangestellte
LT9039155	de	rechtsanwaltsfachangestellte
LT3392569	de	rechtsanwaltsgehilfin
LT6934050	de	rechtsassistent
LT7355115	de	rechtsassistentin
LT1862137	en	legal assistant
LT3152009	nl	paralegal
LT6001861	de	code of conduct
LT6035256	en	coc
LT4743096	en	coc
LT9257837	nl	gedragsregel
LT1921232	de	persona ingrata
LT6746897	de	persona non gradita
LT9821505	es	non grata
LT2343050	es	nongrata
LT6360933	de	mission
LT2027458	de	diplomatische mission
LT2148172	de	mission
LT9436098	de	diplomatische mission
LT9390268	es	mision diplomatica
LT5350693	es	mision diplomatica
LT6990759	en	commercial office
LT3198573	en	trade mission
LT6460488	en	trade representation
LT1707684	de	klauselresolution
LT3828340	de	resolutionskalkül
LT5286139	de	resolutionsprinzip
LT2086118	de	resolutionsverfahren
LT7959813	de	resolvent
LT2043397	en	resolution principle
LT9841038	es	resolucion
LT6407119	nl	resolvent
LT4526675	en	harassment
LT9673204	en	harassment
LT8392051	es	acoso moral
LT8554672	es	acoso psicologico
LT7807968	es	acoso psicológico
LT9991322	en	wrong
LT2813774	en	wrong
LT3795494	en	economic policies
LT8077058	es	politica economica
LT7261491	de	diener
LT8355849	de	bedienstete
LT5384217	de	dienerin
LT4191152	de	dienstmädchen
LT5200236	de	diener
LT7640120	de	bedienstete
LT9084048	de	dienerin
LT4903639	de	dienstmädchen
LT2717157	en	servant
LT1439578	en	domestic employee
LT1928970	en	domestic helper
LT3899730	en	domestic servant
LT6081754	en	domestic staff
LT3300840	en	household employee
LT7520923	en	household servant
LT4088129	en	household staff
LT9198646	en	household worker
LT5624594	en	servant
LT5921455	en	domestic employee
LT7951073	en	domestic helper
LT9524988	en	domestic servant
LT2637204	en	domestic staff
LT3298493	en	household employee
LT5176786	en	household servant
LT4004699	en	household staff
LT9932780	en	household worker
LT6605205	es	empleada del hogar
LT2503126	es	empleada domestica
LT4322204	es	empleada doméstica
LT3459786	es	empleado del hogar
LT5200334	es	empleado domestico
LT7363960	es	empleado doméstico
LT7112388	es	interna
LT1349134	es	interno
LT2953279	es	trabajador domestico
LT7578287	es	trabajadora domestica
LT9209444	es	trabajadora doméstica
LT7631973	nl	werkster
LT1743413	nl	poets
LT4693461	nl	interieurverzorgster
LT2547367	nl	kuisvrouw
LT7361700	nl	poetsvrouw
LT5298139	de	arbeitnehmerorganisation
LT5988489	de	gewerkschaften
LT4695779	en	labor union
LT7295943	en	labour union
LT3508606	en	union
LT7200856	en	work union
LT3372394	en	worker's union
LT9150474	en	workers union
LT2638381	en	labor union
LT1119502	en	labour union
LT5756126	en	union
LT7375646	en	work union
LT1434090	en	worker's union
LT8291272	en	workers union
LT3847038	en	labor union
LT5246214	en	labour union
LT3858548	en	union
LT7352007	en	work union
LT3649535	en	worker's union
LT5164415	en	workers union
LT9989102	es	organizacion sindical
LT2619973	es	organización sindical
LT2066933	es	sindical
LT6794092	es	sindicato obrero
LT4783217	nl	syndicaat
LT2537828	nl	syndicaliteit
LT6762779	nl	vakbeweging
LT4747255	nl	vakbonden
LT9435585	nl	vakvereniging
LT2915674	nl	werknemersvereniging
